uwwState,rptMStateKey,uwwCode,uwwName,uwwBODIncoming,uwwCODIncoming,uwwNIncoming,uwwPIncoming,uwwBODDischarge,uwwCODDischarge,uwwNDischarge,uwwPDischarge,QAflag,Remark
1,AT,ATTP_3-114,ARA Lackenhof 1632 SB,,,,,,,,, , 
1,AT,ATTP_3-119,ARA GAV Raum Krems 2874 KR,,,,,,,,, , 
1,AT,ATTP_3-120,ARA GAV Wolkersdorf - Pillichsdorf - Großengersdorf 2265 MI,,,,,,,,, , 
1,AT,ATTP_3-121,ARA Deutsch-Wagram 206 GF,,,,,,,,, , 
1,AT,ATTP_3-122,ARA Marchegg 323 GF,,,,,,,,, , 
1,AT,ATTP_3-124,ARA GAV Oberes Urltal 3104 AM,,,,,,,,, , 
1,AT,ATTP_3-125,ARA Hollenstein/Ybbs 3060 AM,,,,,,,,, , 
1,AT,ATTP_3-127,ARA Ziersdorf 681 HL,,,,,,,,, , 
1,AT,ATTP_3-128,ARA Wallsee 3044 AM,,,,,,,,, , 
1,AT,ATTP_3-130,ARA Waidhofen a.d. Ybbs 380 WY,,,,,,,,, , 
1,AT,ATTP_3-132,ARA AV Raum Korneuburg 1448 KO,,,,,,,,, , 
1,AT,ATTP_3-134,ARA GAV Marchfeld 3480 GF,,,,,,,,, , 
1,AT,ATTP_3-135,ARA Weikendorf 3723 GF,,,,,,,,, , 
1,AT,ATTP_3-136,ARA VG Ravelsbach - Maissau 1251 HL (ARA Gaindorf),,,,,,,,, , 
1,AT,ATTP_3-137,ARA Allentsteig 4201 ZT,,,,,,,,, , 
1,AT,ATTP_3-141,ARA Ardagger-Markt 3032 AM,,,,,,,,, , 
1,AT,ATTP_3-142,ARA Groß-Enzersdorf 302 GF,,,,,,,,, , 
1,AT,ATTP_3-145,ARA AWV Oberes Perschlingtal 2454 PL,,,,,,,,, , 
1,AT,ATTP_3-146,ARA Hoheneich 2349 GD,,,,,,,,, , 
1,AT,ATTP_3-150,ARA Stockerau 1471 KO,,,,,,,,, , 
1,AT,ATTP_3-152,ARA GAV Mittleres Rußbachtal (Ulrichskirchen) 2230 MI,,,,,,,,, , 
1,AT,ATTP_3-154,ARA Wildendürnbach 694 MI,,,,,,,,, , 
1,AT,ATTP_3-155,ARA Hausbrunn 2034 MI,,,,,,,,, , 
1,AT,ATTP_3-157,ARA Rabensburg 2248 MI,,,,,,,,, , 
1,AT,ATTP_3-159,ARA Poysdorf 2343 MI,,,,,,,,, , 
1,AT,ATTP_3-162,"ARA AV Pielachtal 2435 PL (= Gd Hafnerbach/KG Pfaffing; früher Mittleres Pielach-, Sierning- und Kremnitztal)",,,,,,,,, , 
1,AT,ATTP_3-166,ARA GAV Kleinharraserbach 3366 GF,,,,,,,,, , 
1,AT,ATTP_3-167,ARA Untersiebenbrunn 3602 GF,,,,,,,,, , 
1,AT,ATTP_3-176,ARA Ybbsitz 3043 AM,,,,,,,,, , 
1,AT,ATTP_3-180,"ARA Haidershofen, Dorf an der Enns (Hainbuch) 3055 AM",,,,,,,,, , 
1,AT,ATTP_3-182,ARA AV Oberes Schwarzatal 1760 NK,,,,,,,,, , 
1,AT,ATTP_3-184,ARA Alland 1386 BN,,,,,,,,, , 
1,AT,ATTP_3-187,ARA St. Valentin 1753 AM,,,,,,,,, , 
1,AT,ATTP_3-189,ARA Wasser- und Abwasserverb. Münchendorf 1359 MD,,,,,,,,, , 
1,AT,ATTP_3-194,ARA Petronell-Carnuntum 809 BL,,,,,,,,, , 
1,AT,ATTP_3-212,ARA Dürnkrut 1356 GF,,,,,,,,, , 
1,AT,ATTP_3-214,ARA Erholungszentrum Lassee 2211 GF,,,,,,,,, , 
1,AT,ATTP_3-219,ARA Obersiebenbrunn 1268 GF,,,,,,,,, , 
1,AT,ATTP_3-220,ARA Orth an der Donau 188 GF,,,,,,,,, , 
1,AT,ATTP_3-221,ARA AV Sulzbach 3707 GF,,,,,,,,, , 
1,AT,ATTP_3-238,ARA Kirchberg am Walde 2239 GD,,,,,,,,, , 
1,AT,ATTP_3-243,ARA Hürm 2537 ME,,,,,,,,, , 
1,AT,ATTP_3-244,ARA GAV Unteres Zayatal 3520 GF,,,,,,,,, , 
1,AT,ATTP_3-253,ARA Lengenfeld 3438 KR,,,,,,,,, , 
1,AT,ATTP_3-254,ARA Neudorf bei Staatz 2241 MI,,,,,,,,, , 
1,AT,ATTP_3-255,ARA Sitzendorf an der Schmida 1352 HL,,,,,,,,, , 
1,AT,ATTP_3-269,ARA Schrattenthal 445 HL (ex Obermarkersdorf),,,,,,,,, , 
1,AT,ATTP_3-275,ARA Au am Leithaberge 1262 BL,,,,,,,,, , 
1,AT,ATTP_3-286,ARA Yspertal 1345 ME,,,,,,,,, , 
1,AT,ATTP_3-287,ARA GV Abwasser Kirnberg - Texingtal 2556 ME,,,,,,,,, , 
1,AT,ATTP_3-296,ARA Ottenschlag 4310 ZT,,,,,,,,, , 
1,AT,ATTP_3-301,ARA AV Oberes Russbachtal 1253 KO,,,,,,,,, , 
1,AT,ATTP_3-305,ARA Kilb 1402 ME,,,,,,,,, , 
0,AT,ATTP_3-311,ARA Piringer Velm 1785 WU,,,,,,,,, , 
1,AT,ATTP_3-322,ARA Gars am Kamp 752 HO,,,,,,,,, , 
1,AT,ATTP_3-330,ARA GV Horn für Abwasserbeseitigung 1234 HO,,,,,,,,, , 
1,AT,ATTP_3-345,ARA Pulkau 473 HL,,,,,,,,, , 
1,AT,ATTP_3-346,ARA Zellerndorf 765 HL,,,,,,,,, , 
1,AT,ATTP_3-347,ARA GAV Haugsdorf-Pernersdorf 1118 HL,,,,,,,,, , 
1,AT,ATTP_3-350,ARA GAV Enzersfeld-Hagenbrunn 1535 KO,,,,,,,,, , 
1,AT,ATTP_3-355,ARA Hadersdorf 1638 KR,,,,,,,,, , 
1,AT,ATTP_3-365,ARA Hohenberg 1664 LF,,,,,,,,, , 
1,AT,ATTP_3-369,ARA AV Gölsental 1647 LF,,,,,,,,, , 
1,AT,ATTP_3-380,ARA Altlichtenwarth 1706 MI,,,,,,,,, , 
1,AT,ATTP_3-385,ARA Bockfliess 1313 MI,,,,,,,,, , 
1,AT,ATTP_3-386,ARA Großebersdorf 1770 MI,,,,,,,,, , 
1,AT,ATTP_3-387,ARA Großharras 1810 MI,,,,,,,,, , 
1,AT,ATTP_3-390,ARA Ottenthal 2158 MI,,,,,,,,, , 
1,AT,ATTP_3-391,ARA Wilfersdorf 2330 MI,,,,,,,,, , 
1,AT,ATTP_3-396,ARA Breitenfurt 1500 MD,,,,,,,,, , 
1,AT,ATTP_3-398,ARA Gumpoldskirchen 898 MD,,,,,,,,, , 
1,AT,ATTP_3-402,ARA Laxenburg 873 MD,,,,,,,,, , 
1,AT,ATTP_3-403,ARA Mödling 112 MD,,,,,,,,, , 
1,AT,ATTP_3-404,ARA Vösendorf 197 MD,,,,,,,,, , 
1,AT,ATTP_3-408,ARA AV Grimmenstein-Edlitz-Thomasberg 4700 NK,,,,,,,,, , 
1,AT,ATTP_3-421,ARA AV Mittleres Schwarzatal 4750 NK,,,,,,,,, , 
1,AT,ATTP_3-424,ARA GAV Kleines Erlauftal 1621 SB,,,,,,,,, , 
1,AT,ATTP_3-425,ARA GAV Erlauftal 1542 SB (Purgstall-Scheibbs-St.Anton),,,,,,,,, , 
1,AT,ATTP_3-430,ARA Tulln 1590 TU,,,,,,,,, , 
1,AT,ATTP_3-433,ARA GAV Südöstliches Tullnerfeld in Pixendorf 1407 TU,,,,,,,,, , 
1,AT,ATTP_3-434,ARA Groß-Siegharts 1480 WT,,,,,,,,, , 
1,AT,ATTP_3-436,ARA Raabs an der Thaya 1322 WT,,,,,,,,, , 
1,AT,ATTP_3-437,ARA Thaya PZ 1141 WT,,,,,,,,, , 
1,AT,ATTP_3-441,ARA Windigsteig PZ 1430 WT,,,,,,,,, , 
1,AT,ATTP_3-447,ARA AV Oberes Piestingtal 3000 WB,,,,,,,,, , 
1,AT,ATTP_3-448,ARA AV Piestingtaler 3030 WB (Sollenau),,,,,,,,, , 
1,AT,ATTP_3-449,ARA AV Wr. Neustadt-Süd 3040 WB,,,,,,,,, , 
1,AT,ATTP_3-450,ARA GAV Raum Hohe Wand - Steinfeld 1 WB,,,,,,,,, , 
1,AT,ATTP_3-453,ARA Groß Gerungs 4179 ZT,,,,,,,,, , 
1,AT,ATTP_3-455,ARA Martinsberg 4475 ZT,,,,,,,,, , 
1,AT,ATTP_3-457,ARA Schwarzenau 3755 ZT,,,,,,,,, , 
1,AT,ATTP_3-458,ARA Zwettl 3423 ZT,,,,,,,,, , 
1,AT,ATTP_3-476,ARA GV Altenmarkt an der Triesting - Kaumberg 3105 BN,,,,,,,,, , 
1,AT,ATTP_3-477,ARA GAV Ruprechtshofen - St. Leonhard / F. 2531 ME,,,,,,,,, , 
1,AT,ATTP_3-608,ARA Ernsthofen 3154 AM,,,,,,,,, , 
1,AT,ATTP_3-609,ARA Ferschnitz 3053 AM,,,,,,,,, , 
1,AT,ATTP_3-643,ARA AV Großraum Bruck/Leitha - Neusiedl/See 1364 BL,,,,,,,,, , 
1,AT,ATTP_3-682,ARA GAV Oberes Zayatal 2356 MI,,,,,,,,, , 
1,AT,ATTP_3-683,ARA MG Herrnbaumgarten 2291 MI,,,,,,,,, , 
1,AT,ATTP_3-686,ARA Schrattenberg 2279 MI,,,,,,,,, , 
1,AT,ATTP_3-687,ARA Stronsdorf 2270 MI,,,,,,,,, , 
1,AT,ATTP_3-689,ARA Rastenfeld 3382 KR,,,,,,,,, , 
1,AT,ATTP_3-701,ARA Göstling 1640 SB,,,,,,,,, , 
1,AT,ATTP_3-705,ARA GAV Drasenhofen 981 MI,,,,,,,,, , 
1,AT,ATTP_3-707,ARA Angern an der March 3490 GF,,,,,,,,, , 
1,AT,ATTP_3-708,ARA GAV Krumau - Pölla 4085 ZT,,,,,,,,, , 
1,AT,ATTP_3-713,ARA GAV Aspang - Feistritz 4634 NK,,,,,,,,, , 
1,AT,ATTP_3-720,ARA Eckartsau 3646 GF,,,,,,,,, , 
1,AT,ATTP_3-728,ARA GAV Gmoosbach 1426 HL,,,,,,,,, , 
1,AT,ATTP_3-729,ARA GAV Mittlerer Weidenbach 3666 GF,,,,,,,,, , 
1,AT,ATTP_3-730,ARA GAV Mittleres Pittental 4635 NK,,,,,,,,, , 
1,AT,ATTP_3-731,ARA GAV Mittleres Schmidatal,,,,,,,,, , 
1,AT,ATTP_3-733,ARA GAV Taschlbach 2326 MI,,,,,,,,, , 
1,AT,ATTP_3-749,ARA Karlstein 1475 WT,,,,,,,,, , 
1,AT,ATTP_3-757,ARA AV Lainsitz 2479 GD,,,,,,,,, , 
1,AT,ATTP_3-764,ARA Mistelbach 84 MI,,,,,,,,, , 
1,AT,ATTP_3-772,ARA GAV Oberer Weidenbach 3712 GF,,,,,,,,, , 
1,AT,ATTP_3-804,ARA Frankenfels,,,,,,,,, , 
1,AT,ATTP_3-805,ARA Heiligenkreuz 1569 BN,,,,,,,,, , 
1,AT,ATTP_3-810,ARA GAV Wagram - Nördliches Tullnerfeld 1587 TU,,,,,,,,, , 
1,AT,ATTP_3-812,ARA WVG Bad Schönau - Krumbach 3777 WB,,,,,,,,, , 
1,AT,ATTP_3-813,ARA Vitis 1146 WT,,,,,,,,, , 
1,AT,ATTP_3-814,ARA Leopoldsdorf im Marchfelde 3587 GF,,,,,,,,, , 
1,AT,ATTP_3-815,ARA Engelhartstetten 1340 GF,,,,,,,,, , 
1,AT,ATTP_3-828,ARA GAV Sierndorf-Göllersdorf 1369 KO,,,,,,,,, , 
1,AT,ATTP_3-829,ARA GAV Unteres Schmidatal 1399 KO,,,,,,,,, , 
1,AT,ATTP_3-830,ARA Harmannsdorf 1435 KO,,,,,,,,, , 
1,AT,ATTP_3-842,ARA GAV Östliches Tullnerfeld in Königstetten1671 TU,,,,,,,,, , 
1,AT,ATTP_3-843,ARA Haringsee 3692 GF,,,,,,,,, , 
1,AT,ATTP_3-845,ARA Jedenspeigen 3491 GF,,,,,,,,, , 
1,AT,ATTP_3-848,ARA GAV Eggenburg - Röschitz 1236 HO,,,,,,,,, , 
1,AT,ATTP_3-850,ARA GAV Maignerbach 1260 HO,,,,,,,,, , 
1,AT,ATTP_3-851,ARA GAV Langenlois - Schönberg 3373 KR,,,,,,,,, , 
1,AT,ATTP_3-997,ARA Schollach 2943 ME (Roggendorf),,,,,,,,, , 
1,AT,ATTP_3-1022,ARA Guntramsdorf 1169 MD,,,,,,,,, , 
1,AT,ATTP_3-1029,ARA Lassee 53 GF,,,,,,,,, , 
1,AT,ATTP_3-1041,Senningbach,,,,,,,,, , 
1,AT,ATTP_3-1050,ARA GAV Laaer Becken 2260 MI,,,,,,,,, , 
1,AT,ATTP_3-1084,ARA St. Aegyd am Neuwalde 1739 LF,,,,,,,,, , 
1,AT,ATTP_3-1127,ARA Abwasserreinigung im Waldviertel GmbH 1558 WT (Waidhofen/Th),,,,,,,,, , 
1,AT,ATTP_3-1608,Prellenkirchen - Potzneusiedl,,,,,,,,, , 
1,AT,ATTP_3-1610,Gaming,,,,,,,,, , 
1,AT,ATTP_4-40201001,Steyr und Umgebung,,,,,,,,, , 
1,AT,ATTP_4-40401001,Altheim und Umgebung,,,,,,,,, , 
1,AT,ATTP_4-40402001,Aspach,,,,,,,,, , 
1,AT,ATTP_4-40404001,Braunau,,,,,,,,, , 
1,AT,ATTP_4-40406001,Eggelsberg,,,,,,,,, , 
1,AT,ATTP_4-40408001,Franking,,,,,,,,, , 
1,AT,ATTP_4-40413001,Helpfau-Uttendorf,,,,,,,,, , 
1,AT,ATTP_4-40420001,Maria Schmolln,,,,,,,,, , 
1,AT,ATTP_4-40421001,Mattig-Hainbach,,,,,,,,, , 
1,AT,ATTP_4-40422002,Mauerkirchen,,,,,,,,, , 
1,AT,ATTP_4-40428001,Salzach-Mitte,,,,,,,,, , 
1,AT,ATTP_4-40433001,Polling und Umgebung,,,,,,,,, , 
1,AT,ATTP_4-40502002,AGRANA,,,,,,,,, , 
1,AT,ATTP_4-40509001,Eferding,,,,,,,,, , 
1,AT,ATTP_4-40601002,Freistadt,,,,,,,,, , 
1,AT,ATTP_4-40603001,Gutau,,,,,,,,, , 
1,AT,ATTP_4-40607001,Kefermarkt,,,,,,,,, , 
1,AT,ATTP_4-40608002,Königswiesen,,,,,,,,, , 
1,AT,ATTP_4-40611001,Liebenau,,,,,,,,, , 
1,AT,ATTP_4-40612001,Neumarkt im Mühlkreis,,,,,,,,, , 
1,AT,ATTP_4-40613001,Pierbach-Schönau-St.Thomas,,,,,,,,, , 
1,AT,ATTP_4-40614001,Untere Feldaist ,,,,,,,,, , 
1,AT,ATTP_4-40618001,St. Oswald,,,,,,,,, , 
1,AT,ATTP_4-40620001,Kettenbach I,,,,,,,,, , 
1,AT,ATTP_4-40621001,Unterweißenbach,,,,,,,,, , 
1,AT,ATTP_4-40622001,Unterweitersdorf,,,,,,,,, , 
1,AT,ATTP_4-40702001,Hallstättersee,,,,,,,,, , 
1,AT,ATTP_4-40703001,Wolfgangsee-Ischl,,,,,,,,, , 
1,AT,ATTP_4-40704001,Ebensee,,,,,,,,, , 
1,AT,ATTP_4-40708001,Traunsee-Nord,,,,,,,,, , 
1,AT,ATTP_4-40719002,Scharnstein,,,,,,,,, , 
1,AT,ATTP_4-40720001,Vorchdorf,,,,,,,,, , 
1,AT,ATTP_4-40806002,Gaspoltshofen,,,,,,,,, , 
1,AT,ATTP_4-40809001,Haag /Hausruck,,,,,,,,, , 
1,AT,ATTP_4-40811002,Mittleres Trattnachtal,,,,,,,,, , 
1,AT,ATTP_4-40816001,Natternbach-Neukirchen-Eschenau,,,,,,,,, , 
1,AT,ATTP_4-40818001,Neumarkt /Hausruck,,,,,,,,, , 
1,AT,ATTP_4-40822001,Oberes Pramtal,,,,,,,,, , 
1,AT,ATTP_4-40831002,Aschachtal,,,,,,,,, , 
1,AT,ATTP_4-40832001,Trattnachtal,,,,,,,,, , 
1,AT,ATTP_4-40833001,Oberes Trattnachtal,,,,,,,,, , 
1,AT,ATTP_4-40903001,Hinterstoder,,,,,,,,, , 
